id,rainfall
2190,0.4851324110628198
2191,0.4843961258578968
2192,0.4747229157785899
2193,0.4446026712607731
2194,0.43169038404354687
2195,0.46953845804509076
2196,0.4777095714794236
2197,0.4773564594252515
2198,0.47607717687349227
2199,0.45984535125498577
2200,0.48509637260080113
2201,0.4364834494165195
2202,0.4809911153699846
2203,0.48176735914626334
2204,0.45203397685572816
2205,0.40639301496270336
2206,0.4540287710020105
2207,0.4543390960976037
2208,0.4066369370733017
2209,0.4259836517886491
2210,0.43872518358299323
2211,0.45011405457797127
2212,0.46899387929134945
2213,0.5076948815259132
2214,0.4767614756988669
2215,0.4588143059783064
2216,0.4309875103716577
2217,0.48473176161603676
2218,0.4780642093869719
2219,0.457889168231277
2220,0.4764707165592698
2221,0.48132137795330776
2222,0.4725297256548531
2223,0.4827461921392687
2224,0.4768857380349282
2225,0.47730074184291293
2226,0.45245057480501477
2227,0.4704779630434409
2228,0.4689013436703419
2229,0.47347221422423474
2230,0.47021463145194725
2231,0.4761558079276379
2232,0.43776309842295635
2233,0.4716742911816903
2234,0.4732595884398837
2235,0.4124445079113729
2236,0.4480957544127019
2237,0.4801644588103445
2238,0.4484775254149369
2239,0.47123565728202177
2240,0.47331684649814926
2241,0.48248638002799976
2242,0.5066744018064477
2243,0.4794445556755037
2244,0.5057285147942672
2245,0.502932979009332
2246,0.47606652122056037
2247,0.48046484358076197
2248,0.47853500993743997
2249,0.4793685500742823
2250,0.4696633777416139
2251,0.4809144625000542
2252,0.5017818479125236
2253,0.46831547232609394
2254,0.4595269132172968
2255,0.44157763392012156
2256,0.42274001255081367
2257,0.47638203621836794
2258,0.47844168563991596
2259,0.4475216633736226
2260,0.5043085429161742
2261,0.47511409351969913
2262,0.48256139571192397
2263,0.5002781787577291
2264,0.5055406288121902
2265,0.47257462586890586
2266,0.48099902499912217
2267,0.507100147555938
2268,0.4511387334394648
2269,0.48085656834404633
2270,0.49722510639333467
2271,0.504837673462011
2272,0.45075241044518305
2273,0.49828762861888193
2274,0.5059889412760246
2275,0.5058618338968917
2276,0.5043388970288529
2277,0.4774048823207909
2278,0.5011039825025319
2279,0.49786975146297435
2280,0.49662588422296333
2281,0.49812961632987174
2282,0.501666917812859
2283,0.47574313827565506
2284,0.48171058723809024
2285,0.50256451821444
2286,0.5025231505535092
2287,0.49743886375850516
2288,0.47596847189958746
2289,0.4708120410195886
2290,0.5022443371568064
2291,0.4737840220907959
2292,0.4726451895954586
2293,0.5030000215039007
2294,0.48061692054652616
2295,0.4957355382400495
2296,0.502005144673971
2297,0.4766275217617075
2298,0.5033317543745224
2299,0.47325913893846805
2300,0.5001922741312748
2301,0.4651369834199633
2302,0.4716038961452208
2303,0.5071309796480821
2304,0.5026038300747582
2305,0.49745704973291194
2306,0.4973801485313706
2307,0.47274694390640715
2308,0.4758904164923198
2309,0.4966763322337006
2310,0.4590036181006868
2311,0.47324351301423173
2312,0.464060788743193
2313,0.4476795982226111
2314,0.47622129304854716
2315,0.4631269966439195
2316,0.5064204585207657
2317,0.5031803752988064
2318,0.5031015528297641
2319,0.47652431626659536
2320,0.49538639194145
2321,0.5005184038942628
2322,0.46498054159870533
2323,0.4816127355541878
2324,0.5044197370766261
2325,0.496221586169895
2326,0.5019590621341081
2327,0.5037512412714619
2328,0.5042377417207903
2329,0.5034159273324847
2330,0.5043358328485857
2331,0.4603170535292221
2332,0.421835141089975
2333,0.5006715488737316
2334,0.5069119730568723
2335,0.5049398650698806
2336,0.5085106487892244
2337,0.422872316456311
2338,0.5046403178021375
2339,0.45920122300052546
2340,0.4980736564372502
2341,0.4906695002625991
2342,0.4983113614258931
2343,0.43172716458289795
2344,0.49315714634755814
2345,0.4921395885104512
2346,0.47105029395291914
2347,0.4900712821042676
2348,0.49248015525863886
2349,0.4913861651385628
2350,0.4923056729860703
2351,0.4950340630718516
2352,0.4247779820964171
2353,0.4172082091877212
2354,0.41439547487325684
2355,0.430774858836136
2356,0.4924466351632126
2357,0.49698097683684433
2358,0.4992619972444607
2359,0.41676462305667095
2360,0.4972999801763393
2361,0.45433171396635397
2362,0.493451879478911
2363,0.4574334215802166
2364,0.49096837445499136
2365,0.5034869432119263
2366,0.5000809305924766
2367,0.5014721551822129
2368,0.49964024098875015
2369,0.48321013035611243
2370,0.49762044975374664
2371,0.49066408278020673
2372,0.43330495550708614
2373,0.49774807808984106
2374,0.455405027599549
2375,0.46254696933671047
2376,0.4560155136113263
2377,0.489898289316226
2378,0.5035548387535467
2379,0.4869590836538042
2380,0.4886691384988274
2381,0.4884313126708638
2382,0.47957629897937454
2383,0.44550439670639347
2384,0.44755110393239284
2385,0.45934904655648745
2386,0.4158016014671008
2387,0.45998942967520107
2388,0.4860196746473263
2389,0.42266295468946014
2390,0.4446153825088869
2391,0.4916599899514864
2392,0.42894867521846897
2393,0.4914588913281636
2394,0.4975892572260928
2395,0.4752402784895816
2396,0.5008528212919432
2397,0.4924991606766855
2398,0.4825471385228906
2399,0.4519040995105986
2400,0.4866364678722751
2401,0.45854077913993957
2402,0.4940319081534749
2403,0.48978366679720625
2404,0.5024199817589319
2405,0.49674373337193617
2406,0.5000001671785606
2407,0.4921002332962665
2408,0.4094507393244413
2409,0.49785606785391634
2410,0.4791972962941086
2411,0.5026726898665222
2412,0.4969920720203718
2413,0.4907407881905052
2414,0.501345943214623
2415,0.45322583974071884
2416,0.4945758013568451
2417,0.4958443057549341
2418,0.4933125805563021
2419,0.45003835022811334
2420,0.4530375927592454
2421,0.45198817945104547
2422,0.4993250631300598
2423,0.5066227990821576
2424,0.5001094567092264
2425,0.40683295633710753
2426,0.4517243321696457
2427,0.4569159533196704
2428,0.49335596822451616
2429,0.4322587478475587
2430,0.4934009236910441
2431,0.4996449933198419
2432,0.4966750246110503
2433,0.4585024793535485
2434,0.4996309878477872
2435,0.4903519477965116
2436,0.4934356038494306
2437,0.4738900998493179
2438,0.49913219147909305
2439,0.49065911262429457
2440,0.48500328560862177
2441,0.4924013291013643
2442,0.483597628069543
2443,0.4563096985623126
2444,0.5008635300790697
2445,0.4991086665906944
2446,0.5011508711585312
2447,0.5020208589596591
2448,0.5045186647929552
2449,0.4488466481674873
2450,0.5006917486945358
2451,0.5076132169708957
2452,0.5022173133538556
2453,0.5016750569113996
2454,0.5001585326316914
2455,0.4585746799415308
2456,0.45118155313219255
2457,0.48834939710332226
2458,0.501733234810532
2459,0.4820012169348291
2460,0.45822117830522535
2461,0.5068648831281671
2462,0.4871677068933528
2463,0.4958454994986921
2464,0.49287413470514163
2465,0.4990718051734556
2466,0.4690760967843284
2467,0.44100339012097345
2468,0.40560933537254173
2469,0.48566622015492883
2470,0.4449292969944045
2471,0.4110575108704584
2472,0.4907590855748606
2473,0.4705978257376491
2474,0.4383966070688839
2475,0.4134624552933891
2476,0.49195633353774826
2477,0.49479372401731025
2478,0.49366652040522396
2479,0.48055124851281317
